Student_ID,College,College_Tier,Department,CGPA,Gender,Program_Type,Attendance_%,Sessions_Attended,Sessions_Missed,Weekly_Consistency_Score,Login_Frequency,Time_Spent_Hours,Active_Days_Per_Week,Session_Duration_Avg,Videos_Watched,Video_Completion_%,Rewatch_Rate,Notes_Taken,Quizzes_Attempted,Quiz_Submission_Rate,Avg_Quiz_Score,Assignment_Submissions,On_Time_Submission_%,Doubts_Raised,Doubts_Resolved,Doubt_Response_Time,Peer_Discussion_Count,Hackathons_Attended,Workshops_Attended,Live_Sessions_Joined,Project_Demo_Events,Skills_Learned_Count,Domain_Transition,Project_Completion_Rate,Engagement_Score,Placement_Status,Job_Inquiries,Leads_Generated
ST_0217,RVCE,1,CSE,8.07,Female,B.Tech,65.4,52,28,5.1,7,18.7,7,44.0,5,10.0,0.31,No,17,62.2,69.0,4,77.6,1,0,6.4,16,2,2,17,0,2,Tech→AI,70.7,100.0,Placed,2,4
ST_0218,MSRIT,1,ECE,7.58,Female,B.E,77.3,61,19,8.2,5,11.7,6,54.0,29,23.6,0.08,Yes,17,70.2,66.0,7,92.3,1,0,4.9,1,2,6,16,1,11,No,54.2,100.0,Placed,5,3
ST_0219,MSRIT,1,CSE,7.18,Female,B.E,85.1,68,12,5.3,4,4.4,7,49.0,63,68.6,0.15,Yes,12,89.1,51.6,1,27.5,6,3,11.1,19,1,5,5,0,13,No,33.4,100.0,Not Placed,0,0
ST_0220,PESCE,2,CSE,7.85,Male,B.E,70.0,56,24,5.1,5,17.2,2,59.0,76,44.0,0.63,Yes,7,83.7,60.5,1,88.0,1,0,1.2,8,1,5,4,2,5,Same,77.2,100.0,Placed,6,2
ST_0221,NMIT,3,CSE-AI,8.31,Male,B.Tech,91.7,73,7,9.1,1,3.9,7,59.0,73,65.1,0.06,No,11,55.8,77.6,14,76.6,9,5,11.3,7,3,1,12,3,4,Tech→AI,62.1,100.0,Not Placed,0,0
ST_0222,SJCE,3,CSE,7.65,Female,B.E,74.5,59,21,5.5,4,13.5,3,42.0,9,85.1,0.4,Yes,0,0.0,33.1,13,57.6,2,1,5.2,6,0,7,15,0,6,Tech→AI,64.4,100.0,Not Placed,0,0
ST_0223,RVCE,1,Civil,7.21,Male,B.Tech,72.8,58,22,5.3,4,23.3,7,35.0,23,84.9,0.36,Yes,19,87.4,38.7,11,63.3,3,1,1.9,4,1,5,8,1,14,No,71.5,100.0,Placed,7,2
ST_0224,RVCE,1,CSE-AI,6.15,Male,B.E,44.4,35,45,3.2,7,19.2,5,39.0,27,79.9,0.55,Yes,17,80.9,72.5,7,77.1,5,3,1.9,18,0,3,11,3,7,Same,68.8,100.0,Placed,2,3
ST_0225,BMSCE,2,CSE-AI,6.35,Male,B.E,92.0,73,7,9.0,1,1.0,2,53.0,13,59.5,0.75,No,2,90.4,63.0,8,72.6,6,5,3.0,2,0,1,9,1,12,Tech→AI,86.2,100.0,Not Placed,0,0
ST_0226,NMIT,3,ISE,6.96,Female,B.E,78.1,62,18,6.7,5,16.4,1,40.0,54,59.1,0.31,No,11,75.1,60.7,10,62.4,5,3,3.7,12,4,6,12,1,2,Same,50.3,100.0,Placed,2,2
ST_0227,MSRIT,1,CSE,6.71,Female,B.Tech,73.5,58,22,7.1,5,12.8,6,34.0,20,91.2,0.07,No,18,84.2,79.0,11,33.6,8,6,0.5,5,1,5,18,1,2,Same,50.4,100.0,Placed,7,1
ST_0228,SJCE,3,ISE,7.05,Male,B.E,66.5,53,27,4.9,4,6.1,4,45.0,37,81.1,0.16,Yes,12,80.5,74.7,9,61.4,4,2,11.1,10,3,4,15,1,8,Same,44.4,100.0,Placed,6,2
ST_0229,PESCE,2,ME,7.25,Female,B.Tech,46.2,36,44,5.8,2,17.3,2,62.0,6,75.2,0.15,Yes,9,65.0,92.9,9,79.1,8,1,0.8,3,1,5,16,3,13,Same,83.8,100.0,Placed,7,1
ST_0230,MSRIT,1,ECE,7.62,Male,B.E,85.6,68,12,8.2,7,11.6,5,47.0,18,68.2,0.33,No,14,71.8,78.1,1,56.4,3,2,4.0,2,3,0,15,1,13,No,87.5,100.0,Placed,2,3
ST_0231,NMIT,3,CSE-AI,7.14,Male,B.E,76.1,60,20,5.8,5,11.6,7,41.0,5,97.7,0.06,Yes,19,66.7,71.5,3,88.7,4,1,2.9,3,1,4,13,0,9,Same,83.9,100.0,Placed,5,4
ST_0232,PESCE,2,ME,7.59,Male,B.Tech,59.6,47,33,5.2,5,15.9,6,50.0,62,75.1,0.42,No,1,85.7,61.0,7,76.3,5,4,4.3,2,0,4,15,0,5,No,56.6,100.0,Placed,7,1
ST_0233,BMSCE,2,ME,7.25,Male,B.Tech,69.7,55,25,5.0,3,10.6,3,46.0,20,55.0,0.12,No,18,26.9,59.4,1,62.9,5,4,13.1,12,3,4,14,0,7,Same,44.8,100.0,Placed,3,1
ST_0234,BMSCE,2,Civil,5.62,Female,B.Tech,64.3,51,29,7.8,4,15.7,1,16.0,51,32.7,0.13,Yes,2,67.7,61.9,3,34.7,6,4,27.1,14,0,3,11,1,13,No,59.1,100.0,Placed,4,4
ST_0235,RVCE,1,ECE,6.45,Female,B.Tech,77.4,61,19,7.2,4,10.8,3,55.0,48,60.8,0.37,Yes,13,90.5,66.0,9,69.4,3,2,0.5,11,1,3,4,3,12,Tech→AI,66.7,100.0,Not Placed,0,0
ST_0236,NMIT,3,ME,7.08,Female,B.Tech,83.4,66,14,8.7,2,11.2,4,51.0,18,28.9,0.13,No,6,96.0,40.3,12,80.0,0,0,3.0,14,1,5,10,2,9,No,34.3,100.0,Not Placed,0,0
ST_0237,SJCE,3,ME,6.23,Male,B.Tech,63.8,51,29,5.0,2,22.0,2,45.0,28,58.9,0.44,Yes,7,84.1,66.7,12,81.4,5,1,10.2,10,0,1,4,3,14,Tech→AI,66.7,100.0,Placed,5,1
ST_0238,PESCE,2,ECE,7.68,Male,B.Tech,71.2,56,24,7.4,6,22.7,6,61.0,59,64.6,0.09,Yes,10,80.7,57.6,0,95.9,3,2,2.4,10,0,7,10,3,1,No,89.5,100.0,Not Placed,0,0
ST_0239,MSRIT,1,ECE,8.42,Male,B.Tech,91.7,73,7,8.6,3,3.0,2,63.0,19,74.8,0.1,No,19,87.6,68.4,1,76.6,5,4,6.3,12,2,5,1,1,8,Non-tech→Tech,45.8,100.0,Placed,4,2
ST_0240,NMIT,3,ME,8.18,Female,B.Tech,65.1,52,28,6.7,3,20.2,5,57.0,76,68.7,0.53,Yes,5,80.8,51.6,6,63.9,3,2,29.2,11,1,5,18,1,10,Same,97.0,100.0,Placed,2,1
ST_0241,NMIT,3,ECE,7.03,Male,B.Tech,51.5,41,39,7.0,5,24.8,2,32.0,38,43.1,0.2,No,10,80.5,50.1,0,82.9,1,0,6.2,5,1,7,16,1,10,Tech→AI,80.7,100.0,Placed,2,1
ST_0242,BMSCE,2,ME,8.39,Female,B.Tech,65.8,52,28,5.5,6,25.9,1,33.0,6,84.7,0.29,Yes,16,60.2,66.2,11,76.7,2,1,0.7,19,1,7,18,0,9,No,74.6,100.0,Placed,7,4
ST_0243,RVCE,1,ME,7.32,Female,B.E,46.1,36,44,3.3,2,18.6,4,62.0,31,72.6,0.2,No,9,72.0,70.6,0,60.2,2,1,11.1,18,1,5,11,1,9,Non-tech→Tech,86.0,100.0,Placed,4,4
ST_0244,RVCE,1,Civil,6.93,Female,B.Tech,92.4,73,7,8.2,5,7.6,3,17.0,78,69.4,0.54,Yes,16,66.3,51.1,1,34.7,2,1,20.4,18,2,7,19,1,10,No,87.2,100.0,Placed,4,2
ST_0245,PESCE,2,CSE,6.71,Female,B.Tech,54.1,43,37,6.2,2,19.4,4,43.0,76,70.3,0.5,Yes,1,65.8,85.7,3,48.2,2,1,7.5,2,3,6,4,1,7,Tech→AI,83.8,100.0,Placed,2,2
ST_0246,BMSCE,2,ME,6.96,Female,B.E,95.7,76,4,8.0,1,8.9,6,52.0,27,80.0,0.32,No,5,55.3,85.6,6,47.9,5,4,3.3,15,0,0,11,1,12,Same,89.4,100.0,Placed,5,3
ST_0247,NMIT,3,ISE,6.89,Female,B.Tech,46.1,36,44,3.6,2,12.6,2,19.0,72,83.5,0.69,No,4,27.3,33.5,3,87.1,9,7,17.8,8,2,4,15,1,12,Tech→AI,52.4,100.0,Not Placed,0,0
ST_0248,SJCE,3,CSE-AI,7.34,Male,B.E,75.4,60,20,6.5,6,17.7,6,49.0,18,53.6,0.35,Yes,3,93.3,48.0,4,60.2,5,2,20.8,13,1,2,0,1,12,No,50.3,100.0,Not Placed,0,0
ST_0249,BMSCE,2,CSE,7.33,Male,B.E,75.4,60,20,5.8,2,9.4,3,59.0,67,69.9,0.21,Yes,1,92.1,64.1,3,55.8,5,2,16.4,2,1,6,1,1,12,Non-tech→Tech,70.9,100.0,Not Placed,0,0
ST_0250,PESCE,2,CSE,7.2,Female,B.Tech,80.0,64,16,6.5,1,7.0,6,23.0,69,59.9,0.19,No,11,80.6,68.7,3,50.5,1,0,3.2,2,1,1,9,0,10,Same,52.8,100.0,Placed,6,3
ST_0251,PESCE,2,CSE,7.55,Female,B.E,78.9,63,17,7.3,4,18.3,5,70.0,72,72.1,0.04,Yes,2,70.4,100.0,8,68.1,2,1,9.4,19,1,1,1,1,3,No,86.3,100.0,Placed,3,1
ST_0252,BMSCE,2,Civil,8.15,Male,B.Tech,70.0,56,24,7.2,6,28.1,4,30.0,67,79.6,0.44,No,5,96.8,64.5,14,59.7,3,2,6.4,6,0,4,9,1,13,Tech→AI,69.0,100.0,Placed,3,3
ST_0253,PESCE,2,ME,7.96,Female,B.Tech,67.4,53,27,5.0,3,23.7,3,54.0,68,54.6,0.28,No,13,24.2,59.9,5,67.0,4,2,1.2,18,1,1,17,2,13,Non-tech→Tech,77.8,100.0,Placed,3,2
ST_0254,BMSCE,2,Civil,6.01,Female,B.E,84.1,67,13,6.7,4,20.0,3,44.0,36,53.2,0.18,No,7,69.0,41.5,11,61.1,6,4,4.6,2,0,4,0,0,5,Tech→AI,84.0,100.0,Not Placed,0,0
ST_0255,MSRIT,1,ME,5.16,Male,B.E,81.0,64,16,5.9,1,21.9,7,46.0,17,69.1,0.19,Yes,13,79.3,33.5,2,71.3,6,4,8.3,0,0,1,4,1,13,Same,90.2,100.0,Placed,7,1
ST_0256,BMSCE,2,Civil,7.95,Female,B.E,68.6,54,26,4.9,4,19.5,3,26.0,70,72.3,0.16,Yes,2,61.4,59.6,5,50.2,4,2,13.6,11,5,5,11,1,2,Non-tech→Tech,77.9,100.0,Placed,7,2
ST_0257,BMSCE,2,Civil,6.11,Female,B.Tech,88.7,70,10,8.5,5,18.1,7,64.0,23,62.9,0.18,No,15,61.6,99.0,12,44.4,4,3,11.9,5,1,0,16,0,11,Tech→AI,72.4,100.0,Placed,1,1
ST_0258,PESCE,2,CSE-AI,7.02,Female,M.Tech,74.4,59,21,8.1,5,21.3,1,50.0,28,84.4,0.1,Yes,14,81.2,58.2,6,52.9,4,2,1.0,6,1,6,18,1,10,Tech→AI,75.0,100.0,Placed,1,2
ST_0259,PESCE,2,ISE,6.26,Male,B.Tech,69.3,55,25,5.6,4,5.4,7,69.0,15,87.1,0.38,Yes,6,93.5,48.1,6,79.1,5,4,4.0,1,0,6,17,1,3,No,89.7,100.0,Placed,7,2
ST_0260,RVCE,1,Civil,5.76,Male,B.E,86.5,69,11,8.2,4,16.4,4,26.0,63,42.3,0.51,Yes,14,49.5,70.1,7,73.7,7,3,3.9,17,3,1,12,1,10,No,79.8,100.0,Placed,6,3
ST_0261,RVCE,1,CSE-AI,7.63,Male,B.Tech,84.1,67,13,8.6,2,14.4,6,42.0,19,50.1,0.32,Yes,12,40.3,25.9,12,61.3,5,3,13.7,14,0,6,2,0,7,Tech→AI,30.2,100.0,Placed,2,4
ST_0262,MSRIT,1,ECE,7.81,Female,B.E,68.7,54,26,7.5,4,15.6,7,48.0,14,78.7,0.3,Yes,5,83.4,63.4,3,47.9,3,1,0.5,14,1,1,9,1,1,No,85.8,100.0,Not Placed,0,0
ST_0263,RVCE,1,ISE,6.74,Female,B.Tech,54.4,43,37,4.0,2,11.8,3,46.0,45,90.4,0.28,Yes,14,78.0,76.8,0,72.4,7,6,8.1,9,2,7,13,0,3,Same,53.4,100.0,Placed,2,2
ST_0264,BMSCE,2,Civil,5.13,Male,B.E,81.8,65,15,8.7,6,18.6,4,55.0,31,66.5,0.05,No,16,91.3,44.9,5,89.6,4,3,5.8,16,3,7,7,1,5,No,92.1,100.0,Not Placed,0,0
ST_0265,PESCE,2,CSE,6.76,Female,B.Tech,87.5,70,10,6.8,7,9.3,7,42.0,64,51.4,0.28,Yes,3,52.5,86.6,7,89.6,6,2,15.3,17,3,7,9,2,11,No,71.6,100.0,Placed,2,2
ST_0266,RVCE,1,ECE,7.51,Female,B.E,86.5,69,11,6.5,7,11.3,7,77.0,77,68.0,0.23,Yes,13,67.2,73.9,4,82.4,4,3,3.7,17,0,2,1,0,14,Non-tech→Tech,70.6,100.0,Placed,4,3
ST_0267,RVCE,1,ECE,6.02,Female,M.Tech,55.8,44,36,3.6,6,10.4,3,46.0,56,82.2,0.43,Yes,14,70.9,86.8,12,26.6,3,2,6.4,14,3,6,12,1,4,No,72.6,100.0,Placed,4,3
ST_0268,MSRIT,1,CSE-AI,7.35,Female,B.E,76.1,60,20,6.5,5,21.0,5,10.0,32,63.7,0.22,No,11,84.1,37.2,2,85.4,2,1,21.6,5,2,0,4,1,3,Non-tech→Tech,88.4,100.0,Placed,4,4
ST_0269,NMIT,3,ECE,7.19,Female,B.Tech,36.7,29,51,2.6,5,14.9,5,46.0,69,53.7,0.37,Yes,18,51.0,58.7,3,58.3,1,0,8.2,8,5,6,10,1,6,Non-tech→Tech,77.4,100.0,Placed,2,4
ST_0270,MSRIT,1,ISE,7.66,Male,M.Tech,56.3,45,35,4.4,3,11.8,7,64.0,21,65.3,0.29,No,9,89.0,78.6,7,90.1,2,1,0.5,10,4,5,0,1,12,Tech→AI,78.0,100.0,Placed,4,3
ST_0271,BMSCE,2,Civil,7.3,Female,B.E,85.7,68,12,6.4,5,12.4,5,31.0,48,68.7,0.21,No,5,85.1,35.0,5,63.9,4,3,1.1,14,1,0,9,1,6,Same,99.3,100.0,Placed,7,4
ST_0272,PESCE,2,Civil,6.42,Male,M.Tech,94.3,75,5,8.9,4,15.0,2,30.0,14,76.8,0.38,Yes,8,90.4,79.0,12,38.8,8,5,10.3,2,2,6,12,0,4,Tech→AI,86.0,100.0,Placed,6,3
ST_0273,MSRIT,1,CSE,8.16,Female,B.Tech,83.6,66,14,8.5,4,26.4,3,32.0,67,73.3,0.59,Yes,1,84.8,58.8,14,92.3,3,2,2.4,18,1,0,3,0,9,No,52.8,100.0,Not Placed,0,0
ST_0274,RVCE,1,CSE-AI,7.07,Male,B.E,73.8,59,21,5.6,6,6.3,2,29.0,51,79.9,0.05,Yes,3,80.8,78.9,12,72.2,3,2,7.3,0,1,6,9,1,11,Same,79.2,100.0,Not Placed,0,0
ST_0275,PESCE,2,CSE,7.18,Female,B.E,61.4,49,31,7.1,3,19.7,4,38.0,42,93.8,0.32,No,8,66.2,65.9,4,90.6,5,4,7.2,16,0,1,11,0,6,Non-tech→Tech,74.4,100.0,Placed,4,4
ST_0276,PESCE,2,ECE,6.45,Male,B.Tech,56.6,45,35,6.8,4,18.3,2,59.0,74,54.6,0.52,No,14,61.2,87.4,12,62.3,6,4,30.4,10,0,3,13,0,9,Non-tech→Tech,71.0,100.0,Placed,2,2
ST_0277,RVCE,1,CSE,6.85,Female,B.E,95.7,76,4,8.8,7,8.8,4,68.0,57,64.3,0.11,No,12,85.6,38.7,8,87.7,5,2,3.8,17,0,7,2,1,13,Non-tech→Tech,86.5,100.0,Not Placed,0,0
ST_0278,MSRIT,1,ISE,6.49,Male,B.E,86.2,68,12,5.8,2,25.3,7,10.0,48,70.1,0.08,Yes,19,89.3,67.9,9,80.6,5,3,8.0,10,4,1,1,0,11,No,82.3,100.0,Placed,3,2
ST_0279,RVCE,1,Civil,7.06,Female,B.E,57.9,46,34,6.2,4,18.8,4,39.0,78,45.4,0.14,No,7,69.1,34.8,2,62.4,4,3,0.5,6,0,4,18,0,10,Same,44.2,100.0,Placed,5,2
ST_0280,NMIT,3,ECE,8.57,Male,B.Tech,75.1,60,20,8.3,7,11.4,4,50.0,58,82.2,0.41,Yes,18,61.7,69.6,6,73.1,5,3,3.7,0,0,7,10,0,10,Non-tech→Tech,48.1,100.0,Placed,3,4
ST_0281,PESCE,2,CSE,6.1,Female,B.E,50.5,40,40,5.8,5,2.0,6,48.0,24,42.2,0.09,Yes,18,83.8,67.9,8,51.8,2,1,1.2,11,1,6,6,0,2,Tech→AI,49.5,100.0,Not Placed,0,0
ST_0282,SJCE,3,CSE-AI,5.91,Male,B.Tech,72.9,58,22,5.7,5,16.6,2,73.0,35,93.8,0.62,No,15,83.2,56.9,10,63.5,3,2,11.0,3,1,2,17,2,6,No,81.2,100.0,Placed,4,4
ST_0283,SJCE,3,ISE,8.38,Male,M.Tech,82.8,66,14,7.0,3,14.7,6,15.0,11,85.1,0.04,No,10,63.3,47.9,12,49.8,2,1,11.0,7,4,0,13,0,14,Tech→AI,82.9,100.0,Placed,3,4
ST_0284,BMSCE,2,ISE,7.03,Female,M.Tech,66.7,53,27,6.6,4,7.8,7,10.0,62,39.5,0.4,Yes,9,75.3,56.1,10,75.7,3,2,1.6,14,2,4,6,2,4,Tech→AI,83.5,100.0,Placed,3,3
ST_0285,RVCE,1,CSE,6.66,Female,B.Tech,75.3,60,20,6.6,6,7.7,3,76.0,14,55.4,0.13,Yes,7,86.6,63.8,11,55.2,5,4,2.3,10,0,5,6,1,2,No,64.2,100.0,Not Placed,0,0
ST_0286,RVCE,1,Civil,8.03,Male,B.E,53.6,42,38,3.7,5,21.1,2,56.0,14,64.1,0.29,Yes,0,0.0,67.1,3,53.4,4,2,7.3,7,4,7,8,1,5,Tech→AI,88.1,100.0,Not Placed,0,0
ST_0287,BMSCE,2,CSE,6.72,Female,B.Tech,91.8,73,7,6.8,5,1.3,3,36.0,43,81.7,0.2,Yes,9,59.6,96.8,9,27.0,1,0,8.0,11,0,4,11,0,14,Tech→AI,57.6,100.0,Placed,2,4
ST_0288,BMSCE,2,ECE,8.66,Male,B.E,87.5,70,10,8.5,2,17.2,3,48.0,32,59.4,0.12,Yes,17,76.7,77.7,9,13.9,2,0,6.4,2,5,7,5,3,3,Tech→AI,46.2,100.0,Not Placed,0,0
ST_0289,BMSCE,2,CSE,7.74,Male,B.E,73.4,58,22,7.8,1,13.7,4,49.0,34,95.2,0.15,No,2,76.1,51.4,2,67.9,4,2,34.3,3,0,3,6,2,6,Tech→AI,67.1,100.0,Placed,7,2
ST_0290,PESCE,2,ISE,6.81,Male,B.E,75.0,60,20,5.0,7,18.5,2,36.0,41,27.4,0.15,No,10,69.0,72.4,0,40.7,7,6,12.2,11,2,6,3,0,11,Tech→AI,70.6,100.0,Placed,6,4
ST_0291,NMIT,3,CSE,8.93,Female,B.E,90.2,72,8,9.2,4,12.9,3,47.0,71,87.3,0.42,No,17,38.7,77.9,8,84.1,3,1,3.2,7,0,0,15,0,14,No,76.3,100.0,Not Placed,0,0
ST_0292,RVCE,1,Civil,6.72,Male,B.Tech,78.1,62,18,6.0,5,17.1,5,50.0,47,94.2,0.44,No,2,56.6,50.2,12,57.2,5,4,2.4,9,4,1,6,1,8,Tech→AI,76.6,100.0,Placed,7,2
ST_0293,PESCE,2,CSE-AI,7.79,Male,B.Tech,70.0,56,24,6.8,2,9.8,3,75.0,56,55.3,0.36,Yes,7,59.9,74.6,0,77.0,6,2,5.5,0,0,0,7,3,4,Non-tech→Tech,61.2,100.0,Placed,4,2
ST_0294,BMSCE,2,ME,7.44,Female,B.E,49.0,39,41,5.9,5,14.7,5,59.0,60,91.5,0.12,No,13,73.9,35.2,1,79.3,1,0,10.2,12,0,7,7,1,12,Non-tech→Tech,76.2,100.0,Placed,7,3
ST_0295,RVCE,1,CSE,8.24,Female,B.E,72.9,58,22,7.6,7,18.4,2,71.0,72,85.1,0.39,No,5,90.8,49.5,8,83.5,4,3,3.9,6,3,2,19,1,4,Same,79.3,100.0,Not Placed,0,0
ST_0296,PESCE,2,Civil,8.45,Female,M.Tech,90.0,72,8,9.2,5,16.1,7,25.0,13,72.2,0.31,Yes,14,99.0,36.4,4,95.5,2,1,8.0,19,0,0,2,0,5,No,77.4,100.0,Not Placed,0,0
ST_0297,NMIT,3,Civil,7.23,Female,B.E,42.3,33,47,3.8,2,17.7,6,40.0,27,40.5,0.44,No,13,87.7,58.2,3,86.5,4,3,0.5,2,2,4,8,1,6,No,62.3,100.0,Not Placed,0,0
ST_0298,PESCE,2,CSE-AI,6.6,Male,B.E,42.9,34,46,6.0,5,8.5,2,49.0,67,74.0,0.09,Yes,6,60.6,53.5,8,71.7,4,2,15.6,15,2,4,18,0,11,No,67.2,100.0,Placed,7,3
ST_0299,NMIT,3,ISE,7.57,Male,B.E,65.4,52,28,4.5,6,10.9,6,16.0,65,70.9,0.42,No,9,81.0,54.9,8,88.7,1,0,8.9,11,1,1,12,1,7,No,89.5,100.0,Not Placed,0,0
ST_0300,BMSCE,2,Civil,6.66,Male,B.Tech,65.4,52,28,6.7,4,11.0,6,63.0,44,72.3,0.24,No,14,77.9,76.7,1,50.2,6,2,3.0,4,1,1,6,0,6,No,37.6,100.0,Placed,6,2
ST_0301,NMIT,3,Civil,8.81,Male,B.Tech,90.2,72,8,8.4,6,13.1,2,55.0,48,94.2,0.25,Yes,9,67.6,63.6,2,81.1,6,4,2.9,17,4,1,19,0,7,Same,76.5,100.0,Placed,5,4
ST_0302,RVCE,1,Civil,7.31,Female,B.E,66.1,52,28,6.7,5,24.5,3,39.0,28,80.5,0.22,No,16,50.6,76.4,11,93.2,1,0,0.7,7,3,5,14,1,9,No,65.3,100.0,Placed,6,3
ST_0303,BMSCE,2,Civil,6.91,Male,B.E,76.5,61,19,5.6,6,12.5,1,42.0,55,50.2,0.78,Yes,18,79.4,91.3,2,49.7,6,5,10.2,11,1,6,18,1,4,Tech→AI,46.2,100.0,Placed,1,2
ST_0304,RVCE,1,ECE,7.35,Male,B.Tech,78.6,62,18,8.2,5,7.0,3,64.0,62,78.8,0.07,No,16,87.8,99.7,4,37.7,5,2,8.8,2,0,2,1,1,10,No,58.7,100.0,Placed,3,2
ST_0305,SJCE,3,ECE,6.12,Female,B.Tech,78.7,62,18,5.4,2,18.8,3,33.0,37,90.8,0.18,Yes,11,93.2,59.5,12,60.7,2,1,6.0,15,0,5,11,2,1,Tech→AI,71.4,100.0,Placed,1,4
ST_0306,MSRIT,1,ISE,6.42,Male,B.E,85.4,68,12,5.3,4,24.4,7,64.0,20,54.0,0.34,Yes,14,81.0,71.6,2,81.4,2,1,0.6,9,0,7,7,0,9,Same,84.5,100.0,Placed,3,4
ST_0307,NMIT,3,CSE,8.16,Male,M.Tech,78.8,63,17,7.6,3,6.2,4,41.0,26,55.2,0.21,Yes,11,59.9,59.2,9,63.7,4,2,1.8,16,1,5,7,1,7,No,60.5,100.0,Placed,6,4
ST_0308,MSRIT,1,Civil,6.67,Male,B.E,50.7,40,40,4.9,7,28.8,4,56.0,61,60.8,0.47,No,8,61.2,80.3,5,86.1,6,3,3.7,9,3,5,12,2,4,Same,87.4,100.0,Placed,7,3
ST_0309,MSRIT,1,CSE-AI,6.36,Male,B.E,66.6,53,27,7.4,6,17.9,3,46.0,66,54.8,0.05,Yes,4,85.1,76.8,1,41.8,5,4,1.9,2,2,7,0,2,10,Same,50.9,100.0,Placed,5,1
ST_0310,NMIT,3,CSE,7.63,Male,M.Tech,90.4,72,8,7.0,5,22.2,5,78.0,75,83.8,0.09,No,3,57.7,50.1,5,64.7,1,0,3.4,1,2,0,9,2,8,Tech→AI,40.5,100.0,Placed,5,3
ST_0311,BMSCE,2,CSE-AI,8.15,Male,B.E,86.1,68,12,5.8,4,25.3,7,32.0,76,84.6,0.04,Yes,11,67.9,52.8,5,17.8,5,1,1.5,13,1,3,8,0,12,Non-tech→Tech,48.0,100.0,Not Placed,0,0
ST_0312,SJCE,3,CSE,7.78,Female,B.Tech,74.4,59,21,7.8,3,21.8,6,36.0,74,90.3,0.38,No,15,60.7,86.9,1,36.2,5,4,2.6,8,1,7,1,0,7,Tech→AI,97.1,100.0,Placed,6,3
ST_0313,RVCE,1,ISE,8.0,Female,B.E,88.6,70,10,7.5,6,14.2,4,22.0,34,77.9,0.04,No,8,61.0,52.1,5,83.3,3,2,6.3,16,2,6,18,1,12,Same,49.7,100.0,Placed,4,4
ST_0314,PESCE,2,Civil,6.59,Male,B.E,64.9,51,29,4.7,4,23.5,3,29.0,27,63.5,0.71,Yes,2,86.7,60.0,5,68.9,4,1,13.4,3,2,0,13,1,2,No,64.6,100.0,Not Placed,0,0
ST_0315,RVCE,1,Civil,6.06,Male,M.Tech,74.6,59,21,7.4,3,16.8,7,56.0,36,79.8,0.52,Yes,2,72.2,74.2,5,52.2,4,3,2.9,14,2,7,9,0,1,Non-tech→Tech,60.6,100.0,Not Placed,0,0
ST_0316,PESCE,2,ME,8.4,Female,B.E,65.6,52,28,6.0,5,22.6,1,69.0,61,83.7,0.05,No,17,68.0,59.0,11,28.2,5,2,7.1,12,0,1,9,1,9,Non-tech→Tech,75.1,100.0,Placed,7,1
ST_0317,RVCE,1,CSE-AI,6.94,Male,B.Tech,90.0,72,8,7.8,1,23.4,5,57.0,13,54.3,0.2,No,16,62.8,89.6,12,83.6,3,2,0.9,18,1,7,7,1,7,No,73.7,100.0,Placed,3,1
ST_0318,NMIT,3,CSE,7.0,Male,B.E,67.4,53,27,5.9,4,7.4,2,45.0,35,64.1,0.32,No,9,45.5,80.6,13,55.6,2,1,4.7,8,1,2,13,1,14,Same,58.9,100.0,Not Placed,0,0
ST_0319,SJCE,3,CSE,8.26,Male,B.E,79.7,63,17,8.1,4,20.6,3,32.0,75,65.6,0.03,Yes,1,79.8,46.1,4,60.2,3,2,15.3,3,0,7,12,0,10,Non-tech→Tech,33.6,100.0,Placed,6,3
ST_0320,PESCE,2,ECE,7.64,Female,B.E,50.2,40,40,6.3,2,13.7,7,58.0,13,75.2,0.35,Yes,10,74.4,51.5,6,78.6,3,1,0.5,7,2,5,5,0,1,Non-tech→Tech,91.1,100.0,Not Placed,0,0
ST_0321,BMSCE,2,ME,7.56,Male,B.Tech,88.1,70,10,8.1,7,16.0,3,31.0,17,76.4,0.32,No,2,86.9,72.6,12,63.9,7,5,1.9,14,0,0,12,0,13,Tech→AI,85.0,100.0,Placed,2,1
ST_0322,RVCE,1,ECE,8.93,Female,B.E,63.8,51,29,4.2,3,15.9,6,25.0,62,85.4,0.15,Yes,1,62.1,61.1,14,69.9,5,2,0.9,13,4,6,2,1,4,No,87.9,100.0,Placed,7,4
ST_0323,RVCE,1,ECE,6.69,Male,B.Tech,71.8,57,23,7.7,2,15.6,5,40.0,7,49.7,0.29,Yes,8,61.1,27.1,11,88.9,3,2,4.6,2,0,4,19,0,5,No,53.3,100.0,Placed,2,1
ST_0324,PESCE,2,ECE,7.94,Female,B.E,82.9,66,14,7.7,3,25.7,4,14.0,39,50.2,0.48,Yes,18,67.8,44.5,4,91.7,3,2,6.8,16,1,6,12,2,5,Tech→AI,49.7,100.0,Placed,6,1
ST_0325,BMSCE,2,CSE-AI,7.25,Female,M.Tech,92.3,73,7,8.3,6,5.4,4,24.0,25,79.5,0.3,No,1,70.1,66.2,10,17.0,4,3,0.5,7,3,5,18,0,14,Non-tech→Tech,85.1,100.0,Not Placed,0,0
